Perfume,Brand,Gender,Country,Citrus–Green,Amber–Resinous,Musky–Soapy,Marine–Ozonic,Spicy–Aromatic,Woody–Earthy,Floral–Powdery,Fruity–Tropical,Sweet–Gourmand,Smoky–Leathery
l-ile-au-the,goutal,unisex,France,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0
empire-sport,hinode,men,Brazil,0.06,0.28,0.0,0.06,0.2,0.4,0.0,0.0,0.0,0.0
lattitude-stamina,hinode,men,Brazil,0.06,0.23,0.06,0.0,0.18,0.0,0.18,0.0,0.29,0.0
cherry-garden,house-of-sillage,women,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.23,0.63,0.0
whispers-of-admiration,house-of-sillage,women,USA,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.1,0.0
lutece,houbigant,women,France,0.07,0.0,0.0,0.0,0.4,0.07,0.07,0.0,0.4,0.0
presence,houbigant,women,France,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0
raffinee,houbigant,women,France,0.0,0.0,0.0,0.0,0.32,0.06,0.42,0.0,0.2,0.0
jasmin-de-toscane,jacques-fath,women,France,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0
jaguar-for-men-ultimate-power,jaguar,men,UK,0.36,0.0,0.0,0.0,0.17,0.47,0.0,0.0,0.0,0.0
jaguar-vision-sport,jaguar,men,UK,0.06,0.34,0.06,0.0,0.14,0.34,0.06,0.0,0.0,0.0
fleurs-d-ombre-the-poudre,jean-charles-brosseau,women,France,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.0
ombre-rose-l-original,jean-charles-brosseau,women,France,0.0,0.0,0.0,0.0,0.16,0.06,0.41,0.0,0.37,0.0
john-varvatos-xx-intense,john-varvatos,men,USA,0.1,0.0,0.0,0.0,0.31,0.0,0.1,0.0,0.48,0.0
artisan-blu,john-varvatos,men,USA,0.32,0.0,0.0,0.0,0.32,0.26,0.1,0.0,0.0,0.0
bois-de-yuzu,karl-lagerfeld,men,France,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0
crystal-gardenia,kkw-fragrance,women,USA,0.0,0.39,0.08,0.08,0.0,0.0,0.36,0.08,0.0,0.0
black-pepper,korres,unisex,Greece,0.08,0.39,0.0,0.0,0.44,0.08,0.0,0.0,0.0,0.0
cerisier-rouge-eau-intense,l-occitane-en-provence,women,France,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.58,0.14,0.0
fleurs-de-cerisier-folie-florale,l-occitane-en-provence,women,France,0.17,0.0,0.0,0.0,0.0,0.0,0.64,0.19,0.0,0.0
venezia-eau-de-toilette,laura-biagiotti,women,Italy,0.0,0.34,0.0,0.0,0.0,0.06,0.2,0.06,0.34,0.0
figue-sauvage,laurence-dumont,women,France,0.39,0.0,0.0,0.0,0.0,0.08,0.28,0.08,0.17,0.0
sine-die,laurent-mazzone-parfums,unisex,France,0.07,0.33,0.0,0.0,0.0,0.07,0.23,0.07,0.07,0.16
vetivera,le-couvent-maison-de-parfum,unisex,France,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
lait-de-coco,le-monde-gourmand,women,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.64,0.0
gajah-mada,lubin,unisex,France,0.0,0.1,0.0,0.0,0.1,0.6,0.0,0.1,0.1,0.0
mandarino,lubin,unisex,France,0.26,0.0,0.0,0.0,0.0,0.26,0.48,0.0,0.0,0.0
barry-lyndon,maria-candida-gentile,unisex,Italy,0.4,0.0,0.0,0.0,0.14,0.0,0.07,0.0,0.0,0.4
peche-cardinal,mdci-parfums,women,France,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.56,0.08,0.0
ki,mirko-buffini-firenze,unisex,Italy,0.12,0.2,0.0,0.0,0.1,0.0,0.1,0.16,0.32,0.0
fiery-pink-pepper,molton-brown,women,UK,0.1,0.0,0.0,0.0,0.21,0.69,0.0,0.0,0.0,0.0
rose-oud,monotheme-venezia,unisex,Italy,0.06,0.2,0.0,0.0,0.12,0.46,0.16,0.0,0.0,0.0
amber-oud,nicolai-parfumeur-createur,unisex,France,0.0,0.22,0.0,0.0,0.41,0.22,0.0,0.0,0.16,0.0
cedrat-intense,nicolai-parfumeur-createur,women,France,0.17,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0
il-sentiero-degli-dei,nobile-1942,unisex,Italy,0.29,0.18,0.0,0.0,0.0,0.18,0.24,0.06,0.06,0.0
muschio-nobile,nobile-1942,women,Italy,0.0,0.47,0.08,0.0,0.0,0.08,0.36,0.0,0.0,0.0
sandalo-nobile,nobile-1942,unisex,Italy,0.0,0.0,0.0,0.0,0.18,0.18,0.64,0.0,0.0,0.0
kairos,nuancielo,men,Brazil,0.4,0.07,0.0,0.0,0.14,0.0,0.0,0.0,0.4,0.0
perle-pour-elle,pascal-morabito,women,France,0.0,0.26,0.06,0.0,0.0,0.26,0.06,0.0,0.36,0.0
black-caviar-woman,paris-elysees,women,India,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.86,0.0
bleu-royal,princesse-marina-de-bourbon,women,France,0.0,0.28,0.0,0.0,0.0,0.4,0.32,0.0,0.0,0.0
nuvens-dancam-sob-meus-pes,quem-disse-berenice,women,Brazil,0.0,0.0,0.0,0.0,0.06,0.34,0.2,0.06,0.34,0.0
wild-jasmine-eau-de-toilette,the-body-shop,women,UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
my-pearls,the-merchant-of-venice,women,Italy,0.08,0.08,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0
mystic-incense,the-merchant-of-venice,unisex,Italy,0.0,0.07,0.0,0.0,0.07,0.07,0.0,0.0,0.72,0.07
dark-forest,the-woods-collection,unisex,France,0.1,0.0,0.0,0.0,0.21,0.1,0.0,0.0,0.59,0.0
swiss-army,victorinox-swiss-army,men,Switzerland,0.35,0.23,0.0,0.0,0.24,0.06,0.12,0.0,0.0,0.0
gold-seduction,women-secret,women,Spain,0.0,0.0,0.0,0.0,0.0,0.4,0.14,0.07,0.4,0.0
royal-diamond,yardley,women,UK,0.07,0.0,0.0,0.0,0.0,0.07,0.37,0.0,0.49,0.0
paris-et-moi,jafra,women,USA,0.0,0.0,0.0,0.0,0.0,0.39,0.28,0.08,0.25,0.0
aura-maris,lorenzo-villoresi,unisex,Italy,0.25,0.13,0.0,0.0,0.0,0.25,0.19,0.19,0.0,0.0
hydra-figue,miller-harris,unisex,UK,0.0,0.0,0.0,0.45,0.21,0.1,0.24,0.0,0.0,0.0
secret-gardenia,miller-harris,unisex,UK,0.08,0.0,0.0,0.08,0.0,0.39,0.44,0.0,0.0,0.0
sublime-blossom,miller-harris,unisex,UK,0.06,0.0,0.0,0.0,0.0,0.23,0.18,0.0,0.53,0.0
graphite-oud-edition,montana,men,France,0.0,0.0,0.0,0.0,0.0,0.29,0.41,0.06,0.24,0.0
puro-intense,nejma,men,France,0.19,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.43,0.25
anthea,verset-parfums,women,UK,0.14,0.0,0.14,0.0,0.0,0.14,0.58,0.0,0.0,0.0
ensis,v-canto,unisex,Italy,0.19,0.13,0.0,0.13,0.12,0.13,0.12,0.06,0.13,0.0
irae,v-canto,unisex,Italy,0.07,0.33,0.0,0.0,0.14,0.07,0.0,0.0,0.4,0.0
bella,thera-cosmeticos,women,Brazil,0.1,0.48,0.0,0.0,0.21,0.0,0.1,0.1,0.0,0.0
diadem,thameen,unisex,UK,0.0,0.22,0.0,0.0,0.39,0.16,0.08,0.0,0.16,0.0
liberto,sospiro-perfumes,unisex,Italy,0.13,0.14,0.0,0.13,0.2,0.14,0.06,0.06,0.14,0.0
vicebomb,simone-andreoli,unisex,Italy,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.32,0.42,0.0
chichi,sapil,women,UAE,0.14,0.0,0.07,0.0,0.0,0.0,0.33,0.4,0.07,0.0
djinn,sapientiae-niche,unisex,Brazil,0.0,0.35,0.0,0.0,0.06,0.29,0.0,0.0,0.29,0.0
sweet-like-sugar,police,women,Italy,0.0,0.16,0.0,0.0,0.08,0.0,0.06,0.22,0.49,0.0
shock-in-scent-for-women,police,women,Italy,0.0,0.23,0.0,0.0,0.0,0.0,0.12,0.0,0.65,0.0
calicantus,santa-maria-novella,women,Italy,0.0,0.28,0.0,0.0,0.0,0.12,0.32,0.0,0.28,0.0
mystic,regalien,unisex,Turkey,0.0,0.2,0.0,0.0,0.28,0.26,0.06,0.0,0.2,0.0
le-roi-empereur,rance-1795,men,France,0.0,0.13,0.0,0.0,0.43,0.0,0.31,0.0,0.0,0.13
rosenrot,rammstein,unisex,Germany,0.28,0.12,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0
snow-angel,philosophy,women,USA,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.6,0.0
perry-ellis-2018,perry-ellis,men,USA,0.07,0.33,0.0,0.0,0.53,0.07,0.0,0.0,0.0,0.0
fougere-bengale,parfum-d-empire,men,France,0.06,0.0,0.0,0.0,0.32,0.2,0.0,0.0,0.26,0.16
blue-orchid,oscar-de-la-renta,women,USA,0.0,0.0,0.0,0.4,0.0,0.2,0.2,0.2,0.0,0.0
oolong-tea,one-day,unisex,Hong Kong,0.0,0.0,0.0,0.0,0.27,0.0,0.14,0.0,0.59,0.0
wood-whisper,ojar,unisex,Oman,0.0,0.26,0.06,0.0,0.0,0.06,0.36,0.06,0.2,0.0
musc-eternel,mizensir,unisex,Switzerland,0.0,0.0,0.08,0.0,0.0,0.0,0.84,0.0,0.08,0.0
sexual-fresh-for-women,michel-germain,women,Canada,0.21,0.48,0.0,0.0,0.21,0.0,0.1,0.0,0.0,0.0
jet-black-enigma,michael-malul-london,men,USA,0.0,0.0,0.0,0.0,0.32,0.52,0.0,0.0,0.16,0.0
ithaka,mendittorosa,unisex,Italy,0.1,0.21,0.0,0.0,0.1,0.59,0.0,0.0,0.0,0.0
pink-diamonds,mary-kay,women,USA,0.1,0.6,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0
spiritual-healing,mark-buxton,unisex,France,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.2,0.0,0.0
black-rose,mahogany,women,Brazil,0.0,0.14,0.0,0.0,0.06,0.14,0.4,0.06,0.2,0.0
jeans,mahogany,women,Brazil,0.0,0.18,0.0,0.0,0.0,0.24,0.06,0.06,0.47,0.0
madeiras-do-brasil,mahogany,women,Brazil,0.06,0.0,0.0,0.0,0.06,0.3,0.15,0.26,0.18,0.0
savana-style,mahogany,women,Brazil,0.0,0.29,0.0,0.0,0.0,0.12,0.24,0.0,0.35,0.0
wild-and-free,mahogany,women,Brazil,0.0,0.13,0.0,0.0,0.0,0.13,0.18,0.06,0.5,0.0
hussar-ballad-gusarskaa-ballada,ladanika,unisex,Russia,0.0,0.17,0.0,0.0,0.0,0.11,0.05,0.23,0.28,0.17
i-am-ideal,la-rive,women,Poland,0.06,0.0,0.0,0.0,0.0,0.28,0.32,0.06,0.28,0.0
in-flames,la-rive,unisex,Poland,0.0,0.14,0.0,0.06,0.0,0.2,0.07,0.21,0.32,0.0
pistacchio,l-erbolario,unisex,Italy,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.19,0.65,0.0
vaniglia-e-zenzero,l-erbolario,women,Italy,0.17,0.0,0.0,0.0,0.17,0.19,0.0,0.0,0.47,0.0
black-vetiver,korloff-paris,unisex,France,0.0,0.28,0.0,0.0,0.06,0.4,0.26,0.0,0.0,0.0
royal-oud,korloff-paris,unisex,France,0.0,0.06,0.0,0.0,0.06,0.35,0.29,0.0,0.23,0.0
elegy,jorum-studio,unisex,UK,0.06,0.0,0.0,0.0,0.32,0.4,0.22,0.0,0.0,0.0
verveine-d-eugene,james-heeley,unisex,France,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0
zeste-de-gingembre,james-heeley,unisex,France,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0
jacomo-de-jacomo-rouge,jacomo,men,France,0.0,0.07,0.0,0.0,0.14,0.33,0.0,0.0,0.47,0.0
halston-1-12,halston,men,USA,0.32,0.2,0.0,0.0,0.22,0.06,0.0,0.0,0.2,0.0
kaos,gosh,women,Denmark,0.14,0.0,0.0,0.0,0.0,0.14,0.58,0.14,0.0,0.0
mister-colonia,giardino-benessere,unisex,Italy,0.06,0.06,0.0,0.0,0.0,0.29,0.35,0.0,0.23,0.0
ferre-rose-diamond-limited-edition,gianfranco-ferre,women,Italy,0.06,0.28,0.0,0.0,0.0,0.0,0.32,0.06,0.28,0.0
agua-magnoliana,fueguia-1833,unisex,Argentina,0.26,0.0,0.0,0.0,0.0,0.26,0.48,0.0,0.0,0.0
caoba,fueguia-1833,unisex,Argentina,0.0,0.08,0.0,0.0,0.08,0.56,0.0,0.0,0.28,0.0
caravelle-epicee,frapin,men,France,0.0,0.23,0.0,0.0,0.18,0.29,0.0,0.0,0.0,0.29
rosmenthe,francesca-dell-oro,unisex,Italy,0.08,0.0,0.0,0.0,0.17,0.39,0.36,0.0,0.0,0.0
juste-un-baiser,fragonard,women,France,0.0,0.2,0.0,0.0,0.0,0.0,0.48,0.06,0.26,0.0
fleur-de-la-passion,fragonard,women,France,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0
in-the-dark,floraiku,unisex,France,0.17,0.08,0.0,0.0,0.08,0.39,0.28,0.0,0.0,0.0
between-two-trees,floraiku,unisex,France,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
unda-maris-8,filippo-sorcinelli,unisex,Italy,0.0,0.07,0.0,0.07,0.21,0.33,0.0,0.0,0.33,0.0
ne-il-giorno-ne-l-ora,filippo-sorcinelli,unisex,Italy,0.06,0.28,0.06,0.2,0.06,0.0,0.34,0.0,0.0,0.0
miss-florale,eudora,women,Brazil,0.1,0.1,0.0,0.0,0.0,0.49,0.1,0.1,0.1,0.0
dianthus,etro,women,Italy,0.0,0.0,0.0,0.0,0.21,0.0,0.47,0.0,0.33,0.0
patchouly,etro,unisex,Italy,0.0,0.2,0.0,0.0,0.18,0.32,0.1,0.0,0.2,0.0
classic-chypre,esteban,women,France,0.0,0.0,0.0,0.0,0.12,0.46,0.14,0.0,0.28,0.0
james-bond-007-edition-gold,eon-productions,men,UK,0.0,0.0,0.0,0.0,0.37,0.47,0.16,0.0,0.0,0.0
throne,english-laundry,men,UK,0.4,0.0,0.07,0.0,0.23,0.07,0.23,0.0,0.0,0.0
le-parfum,elie-saab,women,France,0.0,0.0,0.0,0.0,0.0,0.29,0.35,0.0,0.35,0.0
patchouli-of-the-underworld,electimuss,unisex,UK,0.0,0.1,0.0,0.0,0.1,0.45,0.0,0.0,0.0,0.34
fragrance-01-taunt,dedcool,unisex,USA,0.0,0.34,0.0,0.06,0.0,0.0,0.26,0.0,0.34,0.0
indian-sandalwood,crabtree-evelyn,men,USA,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0
crab-apple-blossom,clive-christian,unisex,UK,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0
violette-precieuse,caron,women,France,0.0,0.0,0.0,0.12,0.0,0.06,0.82,0.0,0.0,0.0
black-dragon,byron-parfums,unisex,France,0.0,0.18,0.0,0.0,0.0,0.24,0.06,0.0,0.44,0.09
richness,bybozo,women,France,0.12,0.0,0.0,0.0,0.0,0.28,0.6,0.0,0.0,0.0
blu-perfume-oil,bruno-acampora,women,Italy,0.1,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0
captive,brecourt,unisex,France,0.0,0.0,0.0,0.0,0.0,0.39,0.17,0.0,0.44,0.0
classic-paradise,bois-1920,unisex,Italy,0.06,0.14,0.0,0.0,0.07,0.2,0.2,0.07,0.26,0.0
lita,bogue,unisex,Italy,0.0,0.07,0.0,0.0,0.14,0.23,0.0,0.0,0.4,0.16
mem,bogue,unisex,Italy,0.0,0.18,0.06,0.0,0.58,0.06,0.06,0.0,0.06,0.0
saint,atelier-oblique,unisex,Germany,0.0,0.18,0.0,0.0,0.0,0.0,0.06,0.0,0.29,0.47
e-5,atelier-d-artistes-by-alexandre-j,unisex,France,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0
maze-eau-de-parfum,al-haramain-perfumes,unisex,UAE,0.06,0.13,0.0,0.0,0.12,0.19,0.38,0.13,0.0,0.0
atifa-noir,al-haramain-perfumes,women,UAE,0.0,0.16,0.06,0.0,0.21,0.05,0.1,0.0,0.42,0.0
opulent-saffron,al-haramain-perfumes,unisex,UAE,0.0,0.23,0.0,0.0,0.0,0.0,0.35,0.29,0.06,0.06
italiano-vivo,armaf,women,UAE,0.0,0.0,0.0,0.0,0.0,0.07,0.47,0.07,0.4,0.0
live-out-loud,avon,women,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.1,0.69,0.0
up-to-you-for-him,avon,men,USA,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
be-sensual,avon,unisex,USA,0.0,0.28,0.08,0.0,0.0,0.0,0.56,0.08,0.0,0.0
black-essential-leather,avon,men,USA,0.0,0.29,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.53
lov-u-a-touch,avon,women,USA,0.0,0.0,0.14,0.0,0.14,0.14,0.58,0.0,0.0,0.0
petit-attitude-floret,avon,women,USA,0.14,0.0,0.14,0.0,0.0,0.0,0.45,0.14,0.14,0.0
cockpit,azzaro,men,France,0.2,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0
azzaro-club-men,azzaro,men,France,0.14,0.0,0.0,0.0,0.58,0.14,0.0,0.14,0.0,0.0
azzaro-now-men,azzaro,men,France,0.24,0.23,0.0,0.0,0.06,0.06,0.41,0.0,0.0,0.0
azzaro-pour-homme-edition-noire,azzaro,men,France,0.59,0.0,0.0,0.0,0.31,0.1,0.0,0.0,0.0,0.0
the-most-wanted-intense,azzaro,men,France,0.27,0.0,0.0,0.0,0.59,0.14,0.0,0.0,0.0,0.0
pas-ce-soir-extrait,bdk-parfums,unisex,France,0.0,0.06,0.0,0.0,0.06,0.29,0.0,0.06,0.53,0.0
fresh-pineapple,bath-body-works,women,USA,0.06,0.0,0.0,0.0,0.0,0.0,0.1,0.32,0.52,0.0
mad-about-you,bath-body-works,women,USA,0.06,0.23,0.0,0.0,0.0,0.29,0.06,0.06,0.29,0.0
sea-island-cotton,bath-body-works,women,USA,0.23,0.0,0.06,0.06,0.0,0.0,0.41,0.0,0.23,0.0
chinatown,bond-no-9,unisex,USA,0.0,0.0,0.0,0.0,0.06,0.34,0.32,0.0,0.28,0.0
burberry-brit-eau-de-toilette,burberry,women,UK,0.22,0.16,0.0,0.0,0.0,0.0,0.0,0.06,0.56,0.0
the-beat-edt,burberry,women,UK,0.27,0.0,0.0,0.0,0.27,0.0,0.45,0.0,0.0,0.0
bvlgari-man-the-silver-limited-edition,bvlgari,men,Italy,0.0,0.29,0.0,0.0,0.06,0.12,0.23,0.0,0.29,0.0
oud-immortel,byredo,unisex,Sweden,0.07,0.07,0.0,0.0,0.07,0.47,0.0,0.0,0.0,0.33
oliver-peoples-mustard,byredo,unisex,Sweden,0.08,0.0,0.0,0.47,0.17,0.28,0.0,0.0,0.0,0.0
le-jardin-noa,cacharel,women,France,0.26,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.52,0.0
ck-free-energy,calvin-klein,men,USA,0.47,0.0,0.0,0.0,0.44,0.08,0.0,0.0,0.0,0.0
ch-red-gold,carolina-herrera,women,USA,0.0,0.29,0.0,0.0,0.18,0.29,0.18,0.0,0.06,0.0
eau-de-cartier-eau-de-parfum,cartier,unisex,France,0.12,0.26,0.0,0.06,0.0,0.2,0.1,0.0,0.26,0.0
allure-sensuelle,chanel,women,France,0.0,0.11,0.0,0.0,0.17,0.4,0.22,0.0,0.11,0.0
chanel-no-5-l-eau-eau-de-toilette-100th-anniversary-ask-for-the-moon-limited-edition,chanel,women,France,0.25,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.39,0.0
gabrielle-essence,chanel,women,France,0.07,0.0,0.0,0.0,0.0,0.0,0.3,0.23,0.4,0.0
magnolia-au-vetiver-du-haiti,chopard,unisex,Switzerland,0.0,0.19,0.0,0.08,0.08,0.17,0.47,0.0,0.0,0.0
coach-wild-rose,coach,women,USA,0.0,0.14,0.0,0.0,0.14,0.0,0.45,0.14,0.14,0.0
fantasia-de-fleurs,creed,women,France,0.1,0.1,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0
cool-water-woman-searose-summer-edition-2019,davidoff,women,Switzerland,0.14,0.0,0.14,0.0,0.0,0.14,0.58,0.0,0.0,0.0
good-life-women,davidoff,women,Switzerland,0.0,0.33,0.0,0.0,0.0,0.07,0.47,0.07,0.07,0.0
fahrenheit,dior,men,France,0.0,0.16,0.06,0.06,0.22,0.22,0.08,0.0,0.0,0.22
rouge-trafalgar,dior,women,France,0.09,0.0,0.09,0.0,0.0,0.32,0.0,0.41,0.09,0.0
devotion,dolce-gabbana,women,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.64,0.19
light-blue-escape-to-panarea,dolce-gabbana,women,Italy,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
sunny-frutti,escada,women,Germany,0.08,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.47,0.0
armani-code-absolu-femme,giorgio-armani,women,Italy,0.08,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.56,0.0
armani-code-golden-edition,giorgio-armani,men,Italy,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.79
emporio-armani-stronger-with-you-only,giorgio-armani,men,Italy,0.08,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.47,0.0
wd-18,a-n-other,unisex,USA,0.0,0.0,0.0,0.1,0.21,0.1,0.59,0.0,0.0,0.0
wf-2020,a-n-other,unisex,USA,0.0,0.0,0.08,0.0,0.08,0.47,0.36,0.0,0.0,0.0
fate-woman,amouage,women,Oman,0.0,0.12,0.0,0.0,0.26,0.2,0.1,0.0,0.0,0.32
gentlemen-only-casual-chic,givenchy,men,France,0.0,0.0,0.0,0.0,0.44,0.08,0.0,0.0,0.39,0.08
les-parfums-mythiques-eau-de-givenchy,givenchy,women,France,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0
flora-emerald-gardenia,gucci,women,Italy,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.2,0.0,0.0
colours-of-love,guerlain,women,France,0.06,0.23,0.0,0.0,0.0,0.0,0.59,0.12,0.0,0.0
aqua-allegoria-orange-soleia,guerlain,unisex,France,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
promenade-des-anglais,guerlain,women,France,0.07,0.0,0.0,0.07,0.0,0.0,0.79,0.07,0.0,0.0
mitsouko-eau-de-toilette,guerlain,women,France,0.06,0.2,0.0,0.0,0.26,0.18,0.3,0.0,0.0,0.0
caleche,hermes,women,France,0.21,0.33,0.0,0.0,0.0,0.07,0.4,0.0,0.0,0.0
boss-orange-charity-edition,hugo-boss,women,Germany,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0
hugo-xx-summer-edition,hugo-boss,women,Germany,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0,0.0
le-male-eau-fraiche-gaultier-airlines,jean-paul-gaultier,men,France,0.07,0.16,0.0,0.0,0.14,0.23,0.0,0.0,0.4,0.0
i-want-choo,jimmy-choo,women,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.1,0.69,0.0
i-want-choo-forever,jimmy-choo,women,UK,0.13,0.19,0.0,0.0,0.0,0.0,0.13,0.12,0.43,0.0
illicit,jimmy-choo,women,UK,0.19,0.13,0.0,0.0,0.06,0.0,0.12,0.0,0.5,0.0
viva-la-juicy-la-fleur,juicy-couture,women,USA,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.79,0.0
capri-in-a-bottle-lemon-sugar-14-eau-de-parfum,kayali-fragrances,women,UAE,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.0
flower-by-kenzo-legere,kenzo,women,France,0.0,0.07,0.0,0.0,0.0,0.0,0.6,0.0,0.33,0.0
flower-by-kenzo-limited-edition-2004,kenzo,women,France,0.14,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.4,0.0
la-vie-est-belle-intensement,lancome,women,France,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.06,0.35,0.0
confidential-private-gold,lattafa-perfumes,unisex,UAE,0.07,0.0,0.0,0.0,0.0,0.4,0.07,0.07,0.4,0.0
ejaazi-intensive-silver,lattafa-perfumes,unisex,UAE,0.1,0.6,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0
another-13,le-labo,unisex,USA,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.2,0.0,0.0
agua-miami-beach,loewe,unisex,Spain,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0
paula-s-ibiza-eclectic,loewe,unisex,Spain,0.08,0.0,0.0,0.0,0.0,0.08,0.17,0.19,0.47,0.0
sun-song,louis-vuitton,unisex,France,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0
white-flowers,m-micallef,women,France,0.0,0.07,0.07,0.0,0.0,0.07,0.79,0.0,0.0,0.0
vanille-gaiac,m-micallef,unisex,France,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.56,0.28
l-eau-a-la-rose,maison-francis-kurkdjian,women,France,0.08,0.0,0.08,0.0,0.0,0.0,0.76,0.08,0.0,0.0
aqua-wood,mancera,men,France,0.14,0.4,0.0,0.0,0.07,0.16,0.16,0.07,0.0,0.0
roses-vanille,mancera,women,France,0.0,0.0,0.08,0.0,0.0,0.0,0.44,0.0,0.47,0.0
oud-island,montale,unisex,France,0.06,0.22,0.0,0.0,0.0,0.2,0.14,0.0,0.16,0.23
angel-fantasm,mugler,women,France,0.0,0.2,0.0,0.0,0.0,0.26,0.0,0.22,0.32,0.0
narciso-rodriguez-for-her-l-absolu,narciso-rodriguez,women,USA,0.0,0.23,0.06,0.0,0.0,0.29,0.41,0.0,0.0,0.0
narciso-rouge-eau-de-toilette,narciso-rodriguez,women,USA,0.0,0.0,0.1,0.0,0.0,0.1,0.7,0.0,0.1,0.0
essencial-mirra,natura,women,Brazil,0.0,0.4,0.0,0.0,0.12,0.34,0.14,0.0,0.0,0.0
essencial-oud,natura,women,Brazil,0.0,0.06,0.0,0.0,0.06,0.52,0.16,0.0,0.2,0.0
homem-madeiras,natura,men,Brazil,0.07,0.33,0.0,0.0,0.14,0.14,0.33,0.0,0.0,0.0
meu-primeiro-humor-rock-in-rio,natura,women,Brazil,0.21,0.48,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0
kaiak-aero,natura,men,Brazil,0.14,0.0,0.0,0.14,0.14,0.14,0.31,0.14,0.0,0.0
luna-forca,natura,women,Brazil,0.0,0.16,0.0,0.0,0.0,0.22,0.14,0.06,0.43,0.0
frescor-de-pitanga,natura,unisex,Brazil,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.0
sintonia-total,natura,men,Brazil,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0
l-air-du-temps-eau-de-parfum,nina-ricci,women,France,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0
